,_id,workerId,textId,prediction,label,stance,leaning,text
150,2ssacgGuSAqt3NTaN,worker23,801,Non-Biased,Non-biased,Democrats,1,"A 10-hour hearing broadcast on the court’s website showed Sun, China's greatest ever swimmer, and one of its biggest sports stars, to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English."
151,2sxkdMRXjQYZgX9q3,worker374,280,Non-Biased,Biased,Democrats,0,"Remarkably, the first three years of Trump’s presidency were relatively smooth sailing outside of self-inflicted crimes and mishaps. His actual approach to life was never fully tested in the Oval Office. Now, with the first real challenge of his presidency, he is utterly adrift."
152,2tGcvDrMrkmcc8yhz,worker59,327,Biased,Non-biased,Democrats,1,"By forcing us to abandon our regular routines and habits, if not our livelihoods, the pandemic has led us to postpone many of the activities from which we derive joy and pleasure. Our society often operates under the premise of instant gratification, a concept that has gone out the window given the uncertainty surrounding the virus."
154,2twSEZLsW8RuPZLqZ,worker60,587,Biased,Biased,Republican,0,"Trump has also in his years in the White House frequently praised the use of violence. He told police officers in 2017 that they shouldn’t worry about hitting suspects’ heads as they place them in patrol cars. And on a conference call with governors on Monday, he berated them for not “dominating” the streets of their cities."
155,2uFHB89KfZ8YWidpv,worker381,773,Biased,Non-biased,Democrats,1,Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.
156,2uQKqFqq8pfhA9aXa,worker143,718,Non-Biased,Biased,Democrats,0,He lied about matters large and small. He refused to shake House Speaker Nancy Pelosi's outstretched hand. He talked up a divisive culture war.
157,2unWQNdNmxLNsaAyP,worker149,1806,Biased,Non-biased,Republican,0,"Research shows combining vaccine misinformation with alternative medicine, homeopathy and diet content this way is one of the most pervasive and persuasive techniques used by anti-vaccination advocates to forward their agenda."
159,2venXkFFLoXKmtTXH,worker152,610,Biased,Non-biased,Democrats,1,"So Acevedo’s war on gun shows would do little to prevent criminals from getting guns, but it might keep a grandpa from buying a shotgun he was going to use to duck hunt with his grandson."
160,2vmeSXJajgheufYui,worker247,1141,Biased,Biased,Democrats,1,"The whole anti-vaxx (as it became known) thing was nuts, a way for fading celebrities to pretend to be the vanguard of a Great Cause that Saved The Children from a sinister government conspiracy."
161,2wKyrhbraisSQ7E47,worker197,495,Biased,Biased,Democrats,0,Democratic U.S. Rep. David Cicilline of Rhode Island eloquently blasted Republican Rep. Matt Gaetz of Florida during Wednesday’s House hearing on gun control.
162,2wPfRmpEimfR9WQfK,worker135,1111,Non-Biased,Biased,Democrats,0,"According to white nationalists who promote the Replacement Theory, enemies of the white race are seeking to “replace” whites with non-whites in the United States and many other countries. "
163,2wSvnw7YDMoECHyLP,worker104,1686,Non-Biased,Non-biased,Democrats,1,The New York State legislature has put in place one of the most radical abortion laws in the United States following a vote in both chambers on Tuesday. The law is meant to put forth the “fundamental right” to abortion and end protections from babies in the womb up to birth.
164,2wizfeDuKkWyJRZK7,worker136,1772,Biased,Biased,Democrats,1,"Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday, where he warned that climate change could bring about the end of civilization."
165,2wnFyLGSNfjKMsHpz,worker83,101,Biased,Non-biased,Democrats,0,"Capitalism, as Thomas Piketty’s Capital in the Twenty-First Century shows, relentlessly worsens wealth and income inequalities. "
166,2xaxt5FaEtoarxL7P,worker377,1723,Non-Biased,Biased,Independent,1,"The campaign believes the push can help Trump by drumming up support from suburban and older voters who may be rattled by violent images, which have been broadcast often by conservative media outlets."
167,2y9ZmSmP3CEhS9aFx,worker368,1310,Biased,Biased,Republican,1,The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”
168,2yLjA6J6iGBABwfid,worker307,1482,Biased,Biased,Republican,1,"Netflix's statements related to leaving Georgia if fetal heartbeat law goes into effect is the company’s way of firing a warning shot to Georgia and similar states: Conform to our Hollywood ideals and values, or we won’t give you our business."
169,2yNo3sueHHXSELBHk,worker197,793,Biased,Non-biased,Democrats,1,"The Lancet joined China in condemning Trump’s “reckless decision” to withdraw from the World Health Organization (W.H.O.), claiming the move is “unlawful” and will have “dire consequences.”"
171,2z2TgkkEJnDt3Ratr,worker197,1221,Biased,Biased,Democrats,0,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
172,2zSXNyEKkWGGKH3Y6,worker103,1115,Non-Biased,Biased,Republican,1,And if Bezos imagines that this act of blatant greenwashing will do anything either to save the planet or make the world a better place than he is living in cloud cuckoo land.
173,32wZ28SayKm7379tZ,worker193,295,Biased,Biased,Democrats,1,"In stark contrast to the arrests of peaceful anti-lockdown protesters in Hyde Park the day before, the Metropolitan Police took no actions to stop the left-wing demonstration that lasted well into the evening and spanned several miles of the city."
174,33CTDFepNvjqR93sg,worker157,1962,Biased,Biased,Democrats,1,The author of the piece Omar tweeted out seemed to have no problem with wiping out $1.5 trillion in student loan debt and promising everyone a subsidized higher education.
175,33ESks8epZ5RxyCWe,worker154,382,Non-Biased,Non-biased,Democrats,0,"President Donald Trump said Monday that he is looking at a possible payroll tax cut, along with other measures, to help American workers and boost the economy, which has been hit hard by the coronavirus outbreak."
176,34ENxXfsGz2NkXcZi,worker84,471,Biased,Non-biased,Republican,0,Iowa farmers are bearing the brunt of the U.S. trade war with China as Donald Trump continues to threaten increased tariffs on Chinese imports.
178,34RXzPPqRNgkeD2rS,worker71,807,Biased,Biased,Republican,1,"In February, Breitbart News’s John Binder reported that Trump’s travel ban halted almost all legal immigration from countries designated as sponsors of terrorism."
179,34S7LMRhc3vYuKz9q,worker232,1284,Biased,Non-biased,Democrats,0,"Protecting pregnant women, new mothers and children is about more than scoring political points with anti-choice legislation."
180,34tGqwsKW3t3DZY5C,worker173,1548,Biased,Biased,Democrats,1,"Why did Democrats vote overwhelmingly against a bill that would require infants born alive after abortion to be treated as any other infant born at that gestational age? Because abortion is the right to destroy one’s own child, and if a woman chose to kill her baby, to the left it would seem a violation of her so-called right to choose for doctors to try to save that baby."
181,34tQRjSxHNxYTAgxS,worker95,1554,Biased,Biased,Independent,1,"Greek leftists in the city of Thessaloniki set fire to an American flag in front of a United States consulate, claiming to be doing so in solidarity with “U.S. insurgents”."
184,35TobLndx29hAocg2,worker111,900,Non-Biased,Non-biased,Democrats,0,"We don’t need to embrace full-on socialism communism, and Ocasio-Cortez is swift to say that, but the floor needs to come up and the ceiling needs to come down."
185,35mKMLj9ovzFRf9nr,worker274,1279,Non-Biased,Non-biased,Republican,1,President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.
186,36ESeSwYpYJxhLo88,worker7,207,Biased,Biased,Democrats,0,"Trump’s crude but mind-bogglingly effective myth-making is forcing people like me, who considered the society of the late 1960s frightening and maniacally riven enough, to reckon more darkly now with what destroys or regenerates a republic. "
187,373E5q5pF4KWSqfoT,worker189,1715,Non-Biased,Non-biased,Democrats,0,"Amanda Kifferly, vice president of abortion access for The Women’s Centers, explained that she’s seeing some of the ways that the coronavirus is making it harder for women to get an abortion, which was already difficult because of all the needless bureaucratic obstacles put in place by conservative legislators."
188,37HfuTP5bqqQZm4Ej,worker37,685,Biased,Biased,Democrats,1,What’s been even more entertaining is watching these Principled Prostitutes attempt to avoid this dilemma as they sought to influence Democrats into choosing Anyone But Bernie.
189,37MYcm8DvzwsQPvfm,worker37,1633,Non-Biased,Non-biased,Democrats,0,"And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy"
190,37kLpC3HGzACiZW8c,worker98,1537,Biased,Biased,Democrats,1,"However, the 45-year-old actor Joaquin Phoenix used his time on stage to call for his celebrity cohorts to put their money where their mouths are when it comes to climate change."
191,37msYm9wYgy69yjrt,worker348,1308,Non-Biased,Non-biased,Democrats,0,"The Dow Jones Industrial Average just dropped nearly 1,200 points in a single day because of the coronavirus’s impact on global trade, leaving many Americans sick with worry."
192,389BsGuH6E6QktYKX,worker161,1032,Biased,Non-biased,Democrats,1,"Patients would face the same type of rationing, wait times, and bureaucratic inertia that currently plagues the government-run Medicaid and Veteran’s Administration health programs."
